eta_b_leading,pt_l1,pt_l2,pt_l_leading,pt_l_trailing,eta_l1,eta_l2,eta_l_leading,eta_l_trailing,pt_ll,m_ll,DeltaPhi_ll,DeltaEta_ll,pt_b_leading,pt_b_trailing,eta_b_leading,eta_b_trailing,pt_bb,m_bb,
0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,0.173027,
-0.604684,180.884,398.491,398.491,180.884,-0.236582,-0.7784,-0.7784,-0.236582,226.779,553.109,2.90323,-0.541818,69.2161,66.6218,-0.604684,-0.709533,21.1815,135.28,
1.58492,387.153,377.969,387.153,377.969,2.07834,-0.263385,2.07834,-0.263385,15.504,1352.15,3.10894,1.81496,133.135,98.8888,1.58492,-0.542635,55.7737,369.852,
-0.533376,66.3242,267.902,267.902,66.3242,0.0736982,0.539008,0.539008,0.0736982,203.905,272.115,2.91058,-0.46531,419.786,239.306,-0.533376,0.426024,199.673,703.723,
2.23319,168.275,104.722,168.275,104.722,-0.973318,2.02698,-0.973318,2.02698,90.8528,621.257,2.64749,-1.05366,182.421,156.267,2.23319,-1.03641,116.428,891.8,
-1.98658,216.039,174.231,216.039,174.231,0.8156,-1.72953,0.8156,-1.72953,64.9876,745.306,3.39875,-0.913926,155.124,56.6648,-1.98658,1.03446,152.745,430.167,
1.98696,277.904,199.588,277.904,199.588,0.766789,1.49726,0.766789,1.49726,87.6867,501.244,3.30925,-0.73047,260.102,125.912,1.98696,1.02246,147.861,403.134,
-1.21124,187.966,505.793,505.793,187.966,-1.58492,0.598453,0.598453,-1.58492,318.076,1022.04,3.10083,0.986464,86.4916,51.9254,-1.21124,1.08236,44.1144,230.903,
1.42247,233.191,565.18,565.18,233.191,-0.397776,1.69278,1.69278,-0.397776,331.995,1160.18,3.14692,-1.29501,87.9527,55.2431,1.42247,0.0781603,82.4433,155.494,
1.16699,33.9297,143.929,143.929,33.9297,1.98566,-1.56713,-1.56713,1.98566,118.824,422.342,3.79624,0.418523,43.9283,33.3917,1.16699,-0.62204,28.898,106.822,
1.0507,251.371,71.1341,251.371,71.1341,-1.38273,1.55079,-1.38273,1.55079,180.799,610.375,3.03494,-0.16806,148.767,67.0066,1.0507,-1.36498,85.4842,363.926,
1.40311,112.515,210.72,210.72,112.515,1.11643,-1.3267,-1.3267,1.11643,130.6,561.191,2.57491,-0.210264,210.787,152.094,1.40311,-1.15132,104.859,687.06,
1.3701,28.9344,286.991,286.991,28.9344,1.87729,0.44585,0.44585,1.87729,272.88,213.239,4.15839,1.43144,598.84,129.553,1.3701,0.342567,479.7,636.538,
0.502464,433.644,379.717,433.644,379.717,0.571999,0.433371,0.571999,0.433371,143.706,802.543,3.47135,0.138629,70.0263,43.2772,0.502464,1.31583,34.5378,118.431,
-0.672363,234.469,204.36,234.469,204.36,-0.491272,-1.0094,-0.491272,-1.0094,33.3239,452.343,3.07634,-0.518126,131.724,86.8827,-0.672363,-0.850209,54.7248,212.824,
0.545587,127.667,74.5738,127.667,74.5738,0.97642,-1.8992,0.97642,-1.8992,54.2136,433.958,3.02917,-0.922781,160.641,43.1401,0.545587,-1.29289,118.837,241.905,
0.888296,211.59,105.19,211.59,105.19,0.0752044,1.35153,0.0752044,1.35153,107.348,360.943,3.23702,-1.27632,474.106,58.0971,0.888296,0.646189,419.9,331.293,
